Marital status,Gender,Nacionality,International,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Course,Daytime/evening attendance,Age at enrollment,Tuition fees up to date,Scholarship holder,Debtor,Displaced,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Target,Application mode_2,Application mode_3,Application mode_4,Application mode_5,Application mode_6,Application mode_7,Application mode_8,Application mode_9,Application mode_10,Application mode_11,Application mode_12,Application mode_13,Application mode_14,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Previous qualification_2,Previous qualification_3,Previous qualification_4,Previous qualification_5,Previous qualification_6,Previous qualification_7,Previous qualification_8,Previous qualification_9,Previous qualification_10,Previous qualification_11,Previous qualification_12,Previous qualification_13,Previous qualification_14,Previous qualification_15,Previous qualification_16,Previous qualification_17
2,0,1,0,22,27,29,43,0,10,1,31,1,0,0,0,1,6,12,5,12.5,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,9,0,3,0,33,1,1,0,0,0,6,6,6,14.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,1,19,26,0,12,1,20,1,1,0,1,0,7,10,5,14.46,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,3,1,13,1,7,5,0,6,1,22,1,0,0,1,0,6,12,5,12.8,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,1,14,4,4,0,11,1,19,1,0,0,1,0,6,8,6,12.666666666666666,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,19,24,1,1,0,5,1,18,1,0,0,1,0,6,6,6,12.5,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,1,6,6,1,5,1,18,1,0,0,0,0,6,0,0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,28,10,10,0,14,1,18,0,0,0,1,0,6,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,4,3,6,0,2,1,18,1,0,0,1,0,0,0,0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,8,8,0,9,1,19,1,1,0,1,0,5,8,5,11.2,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,3,4,5,0,10,1,18,1,0,0,1,0,6,6,6,16.5,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,14,6,6,0,6,1,18,1,0,0,1,0,5,9,3,13.666666666666666,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,7,0,12,1,18,1,1,0,1,0,8,8,7,15.228571428571428,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,11,0,10,1,21,1,0,0,1,5,9,10,9,12.77777777777778,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,13,27,6,6,0,12,1,18,1,1,0,0,0,8,8,7,14.428571428571429,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,4,4,0,14,1,18,1,0,0,1,0,6,8,6,13.875,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,10,11,0,12,1,18,1,0,0,1,0,7,10,7,13.128,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,5,4,0,12,1,20,1,0,0,1,0,7,9,6,11.605,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,5,6,0,9,1,18,1,1,0,0,0,5,5,5,14.6,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,5,6,0,15,1,18,1,0,0,1,0,6,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,28,29,28,0,9,1,20,1,1,0,1,0,5,6,5,11.8,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,10,9,0,11,1,20,1,0,0,1,0,6,6,6,12.333333333333334,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,1,10,10,0,9,1,19,1,1,1,1,0,5,5,4,11.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,1,4,6,0,5,1,19,1,1,0,0,5,11,11,11,13.181818181818182,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,27,10,13,1,14,1,18,0,1,1,1,0,6,6,1,11.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,5,10,0,15,1,19,1,1,1,1,0,6,6,6,11.833333333333334,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,5,8,0,12,1,20,1,1,0,1,0,8,8,8,12.98125,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,5,10,0,9,1,21,1,0,0,1,4,7,10,6,11.333333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,26,3,3,3,0,12,1,21,1,0,0,0,0,8,12,6,11.68,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,10,10,0,5,1,20,1,0,0,0,0,6,6,6,14.5,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,29,36,0,16,1,19,1,0,0,1,0,7,7,7,13.142857142857142,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,5,12,0,6,1,21,0,0,0,0,0,5,8,2,11.5,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,18,14,5,12,0,6,1,18,1,0,0,0,0,5,6,5,14.2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,27,10,10,0,11,1,19,1,1,0,0,0,6,8,5,11.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,10,5,0,12,1,18,1,0,0,1,0,7,8,7,13.175,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,10,10,0,12,1,19,1,1,0,1,0,8,8,7,13.314285714285717,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,5,4,0,9,1,18,1,1,0,1,0,5,13,3,10.6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,27,6,8,0,16,1,18,1,1,0,0,0,6,11,4,12.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,9,9,0,15,1,18,1,0,0,0,0,6,7,6,13.428571428571429,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,27,10,10,0,6,1,18,1,1,0,1,0,5,7,4,13.25,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,14,8,8,0,5,1,18,1,0,0,1,0,6,6,2,13.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,10,8,0,5,1,18,1,1,0,0,0,6,6,6,14.333333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,10,8,0,10,1,18,1,0,0,0,0,6,0,0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,3,5,3,0,10,1,18,1,0,0,0,0,6,6,6,14.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,5,10,0,6,1,20,1,1,0,1,1,2,2,2,12.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,1,3,6,0,16,1,18,1,0,0,0,0,6,9,5,12.333333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,5,6,0,5,1,18,1,0,0,1,0,6,8,5,11.8,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,8,0,12,1,20,1,1,0,0,0,8,8,7,12.791428571428572,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,1,0,22,27,10,7,0,14,1,40,1,0,0,0,4,8,8,8,11.625,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,10,10,0,12,1,18,1,1,0,1,0,7,11,6,11.994444444444444,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,5,8,0,11,1,19,1,0,0,1,0,6,9,5,11.6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,5,10,0,17,0,24,1,0,0,0,0,5,5,0,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,3,28,3,11,0,15,1,19,1,0,0,1,0,6,8,6,13.166666666666666,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,2,1,5,5,0,12,1,19,1,0,0,1,0,8,8,7,14.1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,10,7,0,12,1,20,1,1,0,1,0,7,8,6,12.396666666666668,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,6,6,0,12,1,18,1,0,0,0,0,7,7,7,15.014285714285714,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,5,9,0,2,1,18,1,1,0,1,0,0,0,0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,27,5,8,0,12,1,19,1,0,0,1,0,7,8,7,14.05,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,3,5,6,0,12,1,18,1,0,0,1,0,7,8,7,14.85,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,3,3,3,0,6,1,19,1,0,0,1,0,6,10,6,13.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
